DATE,working_hour_manuf,CPI,Ids_Prd,R_Csump,Ef_Fed_Rate,Intr_10Y,Unemp,M2,M1,Labor_partic,Per_savings,All_Emp,Moody_aaa,NetExports
2008-11-01,40.1,213.153,93.2617,83.955,0.39,3.53,6.8,8027.3,1514.6,65.9,6.0,135543,6.12,142973
2008-12-01,39.8,211.398,90.6266,83.711,0.16,2.42,7.3,8205.0,1601.7,65.8,5.8,134847,5.05,132410
2009-01-01,39.7,211.933,88.3712,84.092,0.15,2.52,7.8,8289.4,1582.8,65.7,5.9,134078,5.05,125858
2009-02-01,39.6,212.705,87.843,83.747,0.22,2.87,8.3,8319.6,1567.2,65.8,5.4,133317,5.27,127893
2009-03-01,39.3,212.495,86.4689,83.401,0.18,2.82,8.7,8386.7,1578.9,65.6,5.8,132492,5.5,126478
2009-04-01,39.4,212.709,85.7903,83.277,0.15,2.93,9.0,8391.4,1611.6,65.7,6.5,131821,5.39,125323
2009-05-01,39.3,213.022,84.9436,83.353,0.18,3.29,9.4,8449.5,1617.5,65.7,7.8,131468,5.54,127342
2009-06-01,39.6,214.79,84.6746,83.376,0.21,3.72,9.5,8459.5,1658.8,65.7,6.1,131007,5.61,129796
2009-07-01,39.9,214.726,85.6853,83.654,0.16,3.56,9.5,8463.8,1662.5,65.5,5.4,130662,5.41,131878
2009-08-01,40.0,215.445,86.6393,84.406,0.16,3.59,9.6,8463.3,1660.0,65.4,4.4,130472,5.26,132566
2009-09-01,40.1,215.861,87.3821,83.627,0.15,3.4,9.8,8461.8,1664.9,65.1,5.5,130247,5.13,137047
2009-10-01,40.2,216.509,87.5809,83.722,0.12,3.39,10.0,8488.1,1677.7,65.0,5.1,130062,5.15,141056
2009-11-01,40.5,217.234,87.9388,83.588,0.12,3.4,9.9,8517.3,1683.0,65.0,5.5,130058,5.19,142075
2009-12-01,40.6,217.347,88.2404,84.099,0.12,3.59,9.9,8512.5,1692.8,64.6,5.4,129808,5.26,145480
2010-01-01,40.9,217.488,89.1897,83.945,0.11,3.73,9.8,8478.0,1674.7,64.8,5.6,129802,5.26,145718
2010-02-01,40.5,217.281,89.5046,84.259,0.13,3.69,9.8,8527.6,1699.8,64.9,5.3,129705,5.35,146849
2010-03-01,41.0,217.353,90.1356,84.662,0.16,3.73,9.9,8523.7,1711.9,64.9,5.3,129865,5.27,151080
2010-04-01,41.1,217.403,90.4607,84.835,0.2,3.85,9.9,8555.1,1699.0,65.2,6.0,130120,5.29,150006
2010-05-01,41.4,217.29,91.7014,85.046,0.2,3.42,9.6,8609.3,1710.1,64.9,6.4,130643,4.96,153819
2010-06-01,41.0,217.199,91.9033,85.253,0.18,3.2,9.4,8628.4,1731.6,64.6,6.2,130509,4.88,153326
2010-07-01,41.1,217.605,92.2549,85.486,0.18,3.01,9.4,8639.8,1724.0,64.6,6.1,130415,4.72,156763
2010-08-01,41.2,217.923,92.5936,85.693,0.19,2.7,9.5,8688.2,1748.7,64.7,6.2,130416,4.49,157769
2010-09-01,41.4,218.275,92.8533,85.774,0.19,2.65,9.5,8718.9,1766.2,64.6,6.1,130342,4.53,158624
2010-10-01,41.3,219.035,92.6033,85.993,0.19,2.54,9.4,8768.7,1780.4,64.4,5.9,130621,4.68,164234
2010-11-01,41.3,219.59,92.6686,86.211,0.19,2.76,9.8,8789.3,1828.4,64.6,5.8,130749,4.87,165621
2010-12-01,41.3,220.472,93.5916,86.325,0.18,3.29,9.3,8822.9,1836.7,64.3,6.2,130830,5.02,168510
2011-01-01,41.0,221.187,93.3889,86.422,0.17,3.39,9.1,8845.2,1846.3,64.2,6.6,130837,5.04,169897
2011-02-01,41.4,221.898,93.0045,86.398,0.16,3.58,9.0,8909.0,1870.1,64.1,6.9,131056,5.22,168665
2011-03-01,41.4,223.046,93.9684,86.697,0.14,3.41,9.0,8967.0,1896.5,64.2,6.3,131282,5.13,176676
2011-04-01,41.4,224.093,93.6571,86.594,0.1,3.46,9.1,9030.4,1897.0,64.2,6.3,131597,5.16,178838
2011-05-01,41.5,224.806,93.7723,86.494,0.09,3.17,9.0,9102.7,1941.6,64.1,6.3,131704,4.96,178856
2011-06-01,41.4,224.806,94.0493,86.695,0.09,3.0,9.1,9176.7,1963.4,64.0,6.5,131931,4.99,176895
2011-07-01,41.4,225.395,94.4958,86.846,0.07,3.0,9.0,9338.7,1996.0,64.0,6.7,131993,4.93,181502
2011-08-01,41.4,226.106,95.0974,86.793,0.1,2.3,9.0,9525.1,2115.4,64.1,6.7,132125,4.37,182475
2011-09-01,41.4,226.597,95.0244,86.936,0.08,1.98,9.0,9545.3,2120.0,64.2,6.4,132344,4.09,183858
2011-10-01,41.5,226.75,95.6891,87.093,0.07,2.15,8.8,9578.1,2128.5,64.1,6.3,132553,3.98,182681
2011-11-01,41.5,227.169,95.6778,86.946,0.08,2.01,8.6,9629.8,2182.0,64.1,6.4,132690,3.87,180798
2011-12-01,41.6,227.223,96.1809,86.985,0.07,1.98,8.5,9677.4,2165.7,64.0,7.2,132888,3.93,182411
2012-01-01,41.8,227.842,96.7595,87.321,0.08,1.97,8.3,9750.5,2201.8,63.7,7.4,133245,3.85,182425
2012-02-01,41.8,228.329,97.0662,87.85,0.1,1.97,8.3,9802.2,2207.1,63.8,7.3,133508,3.85,185085
2012-03-01,41.6,228.807,96.5609,87.735,0.13,2.17,8.2,9846.2,2227.8,63.8,7.6,133748,3.99,188511
2012-04-01,41.7,229.187,97.251,87.816,0.14,2.05,8.2,9899.8,2237.3,63.7,7.9,133825,3.96,187092
2012-05-01,41.6,228.713,97.4595,87.822,0.16,1.8,8.2,9943.0,2256.2,63.7,7.9,133933,3.8,187375
2012-06-01,41.7,228.524,97.4768,87.73,0.16,1.62,8.2,10013.0,2275.3,63.8,7.9,134012,3.64,187247
2012-07-01,41.7,228.59,97.6714,87.914,0.16,1.53,8.2,10065.7,2315.0,63.7,7.0,134157,3.4,186714
2012-08-01,41.5,229.918,97.2734,87.932,0.13,1.68,8.1,10136.4,2354.1,63.5,6.7,134338,3.48,184999
2012-09-01,41.5,231.015,97.2217,88.056,0.14,1.72,7.8,10216.6,2386.6,63.6,7.2,134517,3.49,191182
2012-10-01,41.5,231.638,97.5311,88.05,0.16,1.75,7.8,10282.8,2420.1,63.8,7.8,134668,3.47,186133
2012-11-01,41.5,231.249,97.9084,88.434,0.16,1.65,7.7,10351.8,2441.2,63.6,8.7,134825,3.5,188461
2012-12-01,41.7,231.221,98.1884,88.47,0.16,1.72,7.9,10474.4,2460.7,63.7,10.9,135074,3.65,192226
2013-01-01,41.6,231.679,98.1736,88.864,0.14,1.91,8.0,10497.6,2476.7,63.7,4.9,135257,3.8,190283
2013-02-01,41.9,232.937,98.6434,88.849,0.15,1.98,7.7,10516.6,2468.9,63.4,4.7,135545,3.9,192436
2013-03-01,41.9,232.282,99.047,88.963,0.14,1.96,7.5,10572.9,2476.3,63.3,4.8,135689,3.93,189856
2013-04-01,41.8,231.797,98.9445,88.983,0.15,1.76,7.6,10600.4,2504.9,63.4,5.1,135873,3.73,190603
2013-05-01,41.7,231.893,99.0383,89.237,0.11,1.93,7.5,10634.7,2523.5,63.4,5.3,136095,3.89,189837
2013-06-01,41.8,232.445,99.2221,89.219,0.09,2.3,7.5,10692.3,2521.0,63.4,5.4,136279,4.27,192921
2013-07-01,41.7,232.9,98.8987,89.329,0.09,2.58,7.3,10731.5,2542.3,63.3,5.2,136391,4.34,192125
2013-08-01,41.9,233.456,99.4897,89.464,0.08,2.74,7.2,10789.6,2551.3,63.3,5.2,136646,4.54,192449
2013-09-01,41.8,233.544,100.021,89.733,0.08,2.81,7.2,10850.0,2585.5,63.2,5.3,136821,4.64,192505
2013-10-01,41.9,233.669,99.9037,90.023,0.09,2.62,7.2,10974.2,2631.2,62.8,4.7,137041,4.53,196471
2013-11-01,42.0,234.1,100.1582,90.393,0.08,2.72,6.9,10982.9,2638.8,63.0,4.5,137316,4.63,197292
2013-12-01,41.9,234.719,100.374,90.475,0.09,2.9,6.7,11047.8,2674.2,62.9,4.5,137373,4.62,196343
2014-01-01,41.6,235.288,99.9899,90.176,0.07,2.86,6.6,11117.6,2714.1,62.9,5.2,137561,4.49,195789
2014-02-01,41.6,235.547,100.7471,90.586,0.07,2.71,6.7,11183.2,2730.2,62.9,5.3,137712,4.45,195059
2014-03-01,42.0,236.028,101.7435,91.104,0.08,2.72,6.7,11219.1,2749.3,63.1,5.2,137985,4.38,199559
2014-04-01,41.9,236.468,101.8273,91.253,0.09,2.71,6.2,11264.0,2774.2,62.8,5.4,138297,4.24,199056
2014-05-01,42.1,236.918,102.2392,91.451,0.09,2.56,6.3,11328.5,2785.3,62.9,5.6,138512,4.16,201418
2014-06-01,42.1,237.231,102.5774,91.772,0.1,2.6,6.1,11383.7,2817.2,62.8,5.6,138849,4.25,200514
2014-07-01,42.0,237.498,102.7954,91.971,0.09,2.54,6.2,11438.4,2837.3,62.9,5.5,139073,4.16,200758
2014-08-01,42.0,237.46,102.6322,92.596,0.09,2.42,6.1,11462.5,2787.0,62.9,5.3,139269,4.08,202226
2014-09-01,42.1,237.477,102.9417,92.623,0.09,2.53,5.9,11503.7,2861.2,62.8,5.5,139563,4.11,199556
2014-10-01,42.1,237.43,102.9611,93.217,0.09,2.3,5.7,11577.5,2880.4,62.9,5.4,139797,3.92,201376
2014-11-01,42.2,236.983,103.5978,93.454,0.09,2.33,5.8,11618.2,2888.2,62.9,5.6,140090,3.92,198893
2014-12-01,42.1,236.252,103.6151,93.713,0.12,2.21,5.6,11701.9,2955.8,62.8,6.0,140364,3.79,198413
2015-01-01,42.0,234.747,102.7923,93.936,0.11,1.88,5.7,11788.8,2955.6,62.9,6.3,140568,3.46,194245
2015-02-01,41.9,235.342,102.1366,94.158,0.11,1.98,5.5,11905.6,3025.2,62.7,6.4,140827,3.61,191934
2015-03-01,41.8,235.976,101.7869,94.441,0.11,2.04,5.4,11903.7,3001.2,62.6,5.9,140923,3.64,192271
2015-04-01,41.8,236.222,101.2255,94.614,0.12,1.94,5.4,11937.6,3002.7,62.8,5.9,141196,3.52,193086
2015-05-01,41.8,237.001,100.7675,94.899,0.12,2.2,5.6,11965.0,2978.3,62.9,5.8,141538,3.98,191918
2015-06-01,41.8,237.657,100.4588,94.966,0.13,2.36,5.3,12005.6,3014.8,62.7,5.7,141709,4.19,191512
2015-07-01,41.8,238.034,101.0893,95.319,0.13,2.32,5.2,12049.2,3035.1,62.6,5.6,141991,4.15,190841
2015-08-01,41.8,238.033,100.9165,95.554,0.14,2.17,5.1,12093.7,3014.3,62.6,5.6,142125,4.04,188084
2015-09-01,41.8,237.498,100.633,95.61,0.14,2.17,5.0,12154.8,3038.0,62.4,5.8,142275,4.07,189155
2015-10-01,41.8,237.733,100.1563,95.676,0.12,2.07,5.0,12206.1,3017.9,62.5,5.8,142579,3.95,187795
2015-11-01,41.8,238.017,99.4366,95.835,0.12,2.26,5.1,12297.5,3074.6,62.5,5.6,142808,4.06,185419
2015-12-01,41.8,237.761,98.9471,96.138,0.24,2.24,5.0,12368.7,3106.3,62.7,5.8,143077,3.97,184517
2016-01-01,41.9,237.652,99.4391,96.299,0.34,2.09,4.8,12506.0,3107.2,62.7,6.1,143210,4.0,180952
2016-02-01,41.8,237.336,98.9232,96.941,0.38,1.78,4.9,12578.2,3142.5,62.8,5.6,143407,3.96,183033
2016-03-01,41.8,238.08,98.1635,96.58,0.36,1.89,5.0,12629.0,3157.8,63.0,5.9,143662,3.82,182053
2016-04-01,41.8,238.992,98.4775,96.836,0.37,1.81,5.1,12708.0,3200.1,62.9,5.5,143855,3.62,184167
2016-05-01,41.9,239.557,98.2549,96.995,0.37,1.81,4.8,12775.0,3236.8,62.7,5.3,143900,3.65,185124
2016-06-01,41.8,240.222,98.7315,97.426,0.38,1.64,4.9,12835.4,3242.5,62.7,4.9,144146,3.5,186833
2016-07-01,42.0,240.101,98.8452,97.604,0.39,1.5,4.8,12889.7,3242.1,62.8,5.1,144520,3.28,188196
2016-08-01,41.8,240.545,98.7427,97.709,0.4,1.56,4.9,12973.9,3310.8,62.9,5.1,144662,3.32,190173
2016-09-01,41.9,241.176,98.6552,97.97,0.4,1.63,5.0,13034.2,3319.6,62.9,5.1,144967,3.41,190714
2016-10-01,42.0,241.741,98.7237,97.925,0.4,1.76,4.9,13107.5,3332.0,62.8,5.3,145066,3.51,189343
2016-11-01,41.9,242.026,98.3443,98.09,0.41,2.14,4.7,13181.0,3347.1,62.7,5.4,145183,3.86,187653
2016-12-01,41.9,242.637,99.0406,98.78,0.54,2.49,4.7,13226.1,3345.4,62.7,5.0,145408,4.06,192584
2017-01-01,41.9,243.618,98.8158,98.839,0.65,2.43,4.7,13300.7,3399.1,62.8,5.3,145628,3.92,195435
2017-02-01,41.9,244.006,98.4356,98.892,0.66,2.42,4.6,13367.3,3409.9,62.9,5.6,145848,3.95,196492
2017-03-01,41.8,243.892,99.0492,99.331,0.79,2.48,4.4,13428.7,3455.8,62.9,5.6,145969,4.01,196213
2017-04-01,42.0,244.193,100.0416,99.364,0.9,2.3,4.4,13484.7,3454.5,63.0,5.7,146174,3.87,196038
2017-05-01,41.9,244.004,100.128,99.427,0.91,2.3,4.4,13536.7,3517.8,62.8,6.3,146380,3.85,195533
2017-06-01,42.0,244.163,100.337,99.745,1.04,2.19,4.3,13558.5,3525.5,62.8,6.0,146583,3.68,197990
2017-07-01,41.9,244.243,100.0865,99.996,1.15,2.32,4.3,13615.4,3546.3,62.9,6.0,146772,3.7,197260
2017-08-01,42.0,245.183,99.6323,100.008,1.16,2.21,4.4,13674.6,3581.8,62.9,6.1,146919,3.63,198957
2017-09-01,41.9,246.435,99.7482,100.555,1.15,2.2,4.3,13723.0,3563.6,63.1,5.9,147007,3.63,201125
2017-10-01,42.0,246.626,100.9893,100.65,1.15,2.36,4.2,13782.3,3603.9,62.7,6.0,147150,3.6,202855
2017-11-01,42.1,247.284,101.2493,101.202,1.16,2.35,4.2,13814.9,3622.0,62.7,5.6,147373,3.57,206890
2017-12-01,41.8,247.805,101.4871,101.992,1.3,2.4,4.1,13873.8,3612.6,62.7,5.0,147523,3.51,209690
2018-01-01,41.9,248.859,101.4852,101.886,1.41,2.58,4.0,13883.2,3659.1,62.7,5.7,147660,3.55,207272
2018-02-01,42.3,249.529,101.7319,101.931,1.42,2.86,4.1,13919.3,3621.3,63.0,5.8,148054,3.82,210459
2018-03-01,42.2,249.577,102.1943,102.226,1.51,2.84,4.0,13976.0,3667.4,62.9,5.9,148280,3.87,213248
2018-04-01,42.4,250.227,103.3551,102.318,1.69,2.87,4.0,13993.9,3664.0,62.9,6.0,148422,3.85,212217
2018-05-01,42.1,250.792,102.381,102.633,1.7,2.98,3.8,14049.6,3655.7,62.9,6.0,148740,4.0,215630
2018-06-01,42.2,251.018,103.2256,102.732,1.82,2.91,4.0,14109.9,3655.9,63.0,6.3,148959,3.96,213408
2018-07-01,42.2,251.214,103.3561,102.95,1.91,2.89,3.8,14144.2,3679.5,63.0,6.5,149020,3.87,211270
2018-08-01,42.1,251.663,104.0585,103.167,1.91,2.89,3.8,14193.9,3686.3,62.6,6.6,149279,3.88,211044
2018-09-01,42.0,252.182,104.1038,102.983,1.95,3.0,3.7,14229.3,3694.8,62.8,6.8,149358,3.98,213474
2018-10-01,42.1,252.772,103.9297,103.284,2.19,3.15,3.8,14241.4,3722.9,62.9,6.7,149526,4.14,214014
2018-11-01,41.9,252.594,104.0126,103.835,2.2,3.12,3.8,14260.8,3697.3,62.9,6.5,149617,4.22,211474
2018-12-01,42.1,252.767,104.0451,102.947,2.27,2.83,3.9,14382.6,3761.0,63.0,8.4,149809,4.02,208953
2019-01-01,42.0,252.561,103.3598,103.243,2.4,2.71,4.0,14446.1,3754.1,63.1,8.4,150059,3.93,210601
2019-02-01,41.7,253.319,102.8251,103.294,2.4,2.68,3.8,14481.2,3762.3,63.1,8.5,150065,3.79,212675
2019-03-01,41.7,254.277,102.8361,104.019,2.41,2.57,3.8,14526.2,3738.4,63.0,7.9,150295,3.77,214042
2019-04-01,41.6,255.233,102.2748,104.028,2.42,2.53,3.7,14554.5,3789.9,62.8,7.6,150593,3.69,210719
2019-05-01,41.6,255.296,102.4176,104.413,2.39,2.4,3.6,14652.4,3789.2,62.9,7.3,150621,3.67,214977
2019-06-01,41.7,255.213,102.5425,104.766,2.38,2.07,3.6,14771.4,3832.1,63.0,7.1,150839,3.42,212281
2019-07-01,41.5,255.802,102.0057,105.261,2.4,2.06,3.7,14853.5,3862.5,63.1,6.8,150936,3.29,212170
2019-08-01,41.5,256.036,102.7814,105.665,2.13,1.63,3.6,14934.7,3847.1,63.1,6.9,151171,2.98,211915
2019-09-01,41.5,256.43,102.4601,105.836,2.04,1.7,3.5,15031.4,3894.0,63.2,7.0,151365,3.03,210894
2019-10-01,41.4,257.155,101.5878,105.843,1.83,1.71,3.6,15167.3,3926.3,63.3,7.1,151460,3.01,211584
2019-11-01,41.4,257.879,102.1494,106.412,1.55,1.81,3.6,15276.9,3942.6,63.3,6.9,151668,3.06,211997
2019-12-01,41.4,258.63,101.9421,106.584,1.55,1.86,3.6,15348.0,4003.6,63.3,6.2,151795,3.01,212422
2020-01-01,41.3,259.127,101.3372,106.973,1.55,1.76,3.6,15416.8,3989.3,63.3,7.0,152031,2.94,207935
2020-02-01,41.5,259.25,101.6718,106.775,1.58,1.5,3.5,15467.0,4001.1,63.3,7.5,152292,2.78,208342
2020-03-01,41.2,258.076,97.606,99.689,0.65,0.87,4.4,15993.8,4266.0,62.6,12.4,150895,3.02,188254
2020-04-01,38.4,256.032,84.6812,88.685,0.05,0.66,14.8,17005.8,4804.3,60.1,32.0,130424,2.43,150279
2020-05-01,39.4,255.802,86.0108,95.972,0.05,0.67,13.2,17853.4,16231.5,60.8,22.8,133040,2.5,145820
2020-06-01,39.9,257.042,91.6745,101.376,0.08,0.73,11.0,18141.1,16554.5,61.5,18.4,137671,2.44,159836
2020-07-01,40.7,258.352,95.0037,102.946,0.09,0.62,10.2,18298.0,16761.7,61.5,17.8,139255,2.14,171736
2020-08-01,41.0,259.316,95.9294,103.711,0.1,0.65,8.4,18364.3,16879.5,61.7,13.9,140819,2.25,176135
2020-09-01,41.2,259.997,95.8914,105.134,0.09,0.68,7.8,18596.6,17159.2,61.4,13.1,141770,2.31,181250
2020-10-01,41.4,260.319,96.5256,105.438,0.09,0.79,6.9,18751.3,17360.5,61.7,12.6,142461,2.35,185603
2020-11-01,41.3,260.911,96.9529,105.171,0.09,0.87,6.7,18979.1,17618.5,61.5,11.8,142731,2.3,189348
2020-12-01,41.5,262.045,98.2039,105.585,0.09,0.93,6.7,19133.2,17827.9,61.5,11.8,142548,2.26,195610
2021-01-01,41.6,262.639,98.8135,107.003,0.09,1.08,6.4,19359.7,18088.5,61.4,19.2,142913,2.45,198275
2021-02-01,41.4,263.573,95.5072,105.93,0.08,1.26,6.2,19596.7,18349.1,61.4,12.6,143422,2.7,194984
2021-03-01,41.6,264.847,98.1929,110.495,0.07,1.61,6.1,19823.4,18607.9,61.5,25.9,144246,3.04,207654
2021-04-01,41.6,266.625,98.3317,111.294,0.07,1.64,6.1,20160.6,18968.3,61.6,12.0,144611,2.9,207274
2021-05-01,41.5,268.404,99.1867,110.972,0.06,1.62,5.8,20426.9,19254.0,61.6,9.6,145032,2.96,210196
2021-06-01,41.3,270.71,99.6483,112.009,0.08,1.52,5.9,20474.7,19320.1,61.7,8.4,145828,2.79,212901
2021-07-01,41.5,271.965,100.0668,111.745,0.1,1.32,5.4,20628.7,19489.0,61.8,9.2,146759,2.57,215293
2021-08-01,41.4,272.752,100.0412,112.437,0.09,1.28,5.1,20811.0,19687.0,61.7,8.4,147246,2.55,216976
2021-09-01,41.4,273.942,98.9955,112.695,0.08,1.37,4.7,20978.6,19867.3,61.7,7.2,147712,2.53,213039
2021-10-01,41.3,276.528,100.3542,113.457,0.08,1.58,4.5,21142.9,20047.2,61.8,6.6,148569,2.68,227955
2021-11-01,41.5,278.824,101.2684,113.717,0.08,1.56,4.2,21316.7,20235.2,61.9,6.1,149206,2.62,230642
2021-12-01,41.5,280.806,101.1948,113.373,0.08,1.47,3.9,21471.0,20398.9,62.0,6.0,149781,2.65,235613
2022-01-01,41.2,282.542,101.2146,113.561,0.08,1.76,4.0,21585.9,20519.7,62.2,3.6,150006,2.93,231087
2022-02-01,41.5,284.525,101.8458,113.628,0.08,1.93,3.8,21684.2,20640.3,62.2,3.6,150875,3.25,235969
2022-03-01,41.5,287.467,102.6732,114.179,0.2,2.13,3.7,21720.8,20684.1,62.3,2.7,151346,3.43,246646
2022-04-01,41.3,288.582,102.9024,114.623,0.33,2.75,3.7,21749.6,20727.1,62.2,2.2,151651,3.76,254374
2022-05-01,41.1,291.299,102.9659,114.424,0.77,2.9,3.6,21689.9,20669.1,62.3,2.3,151892,4.13,257047
2022-06-01,40.9,295.072,102.8224,114.5,1.21,3.14,3.6,21642.5,20592.6,62.2,2.0,152353,4.24,261517
2022-07-01,41.0,294.94,103.0505,114.445,1.68,2.9,3.5,21641.8,20531.7,62.1,3.1,153049,4.06,262609
2022-08-01,40.9,295.162,103.1703,115.099,2.33,2.9,3.6,21606.6,20434.9,62.3,3.1,153286,4.07,263132
2022-09-01,41.0,296.421,103.5326,115.305,2.56,3.52,3.5,21520.5,20281.0,62.3,3.1,153513,4.59,260390
2022-10-01,41.0,297.979,103.4442,115.497,3.08,3.98,3.6,21424.6,20092.3,62.2,3.2,153913,5.1,258654
2022-11-01,40.9,298.708,103.1058,115.16,3.78,3.89,3.6,21358.0,19922.5,62.1,3.4,154210,4.9,255477
2022-12-01,40.6,298.808,101.8266,115.24,4.1,3.62,3.5,21219.3,19671.3,62.3,3.7,154336,4.43,252504
2023-01-01,41.0,300.456,102.7476,116.81,4.33,3.53,3.5,21205.1,19527.5,62.4,4.2,154780,4.4,257830
2023-02-01,40.7,301.476,102.8003,116.785,4.57,3.75,3.6,21184.6,19385.5,62.5,4.6,155086,4.56,252891
2023-03-01,40.6,301.643,102.8143,116.506,4.65,3.66,3.5,20876.3,18925.5,62.6,5.3,155171,4.6,256911
2023-04-01,40.7,302.858,103.2241,116.9,4.83,3.46,3.4,20729.9,18615.3,62.6,5.0,155387,4.47,250966
2023-05-01,40.7,303.316,102.9809,116.971,5.06,3.57,3.6,20801.4,18549.0,62.6,5.2,155614,4.67,250880
2023-06-01,40.7,304.099,102.3809,117.095,5.08,3.75,3.6,20782.6,18434.6,62.6,5.0,155871,4.65,251067
2023-07-01,40.7,304.615,103.0722,117.614,5.12,3.9,3.5,20772.2,18342.0,62.6,4.6,156019,4.66,253923
2023-08-01,40.7,306.138,103.0951,117.637,5.33,4.17,3.7,20746.9,18226.0,62.8,4.7,156176,4.95,258506
2023-09-01,40.7,307.374,103.3081,117.931,5.33,4.38,3.8,20720.0,18124.5,62.7,4.4,156334,5.13,261641
2023-10-01,40.8,307.653,102.5781,118.174,5.33,4.8,3.9,20687.2,18022.8,62.7,4.5,156520,5.61,260783
2023-11-01,40.6,308.087,102.8868,118.685,5.33,4.5,3.7,20696.7,17957.7,62.8,4.6,156661,5.28,256531
2023-12-01,40.3,308.735,102.6309,119.362,5.33,4.02,3.8,20701.3,17915.1,62.5,4.4,156930,4.74,259887
2024-01-01,40.2,309.794,101.483,118.976,5.33,4.06,3.7,20773.2,17943.1,62.5,5.5,157049,4.87,259169
2024-02-01,40.6,311.022,102.7267,119.248,5.33,4.21,3.9,20861.2,17983.8,62.6,5.4,157271,5.03,265758
2024-03-01,40.6,312.107,102.5186,119.702,5.33,4.21,3.9,20901.1,17980.5,62.7,5.2,157517,5.01,260951
2024-04-01,40.6,313.016,102.3568,119.695,5.33,4.54,3.9,20932.6,17973.8,62.7,5.1,157635,5.28,262578
2024-05-01,40.9,313.14,102.9797,120.279,5.33,4.48,4.0,20996.9,18002.6,62.6,4.9,157828,5.25,261069
2024-06-01,40.8,313.131,103.2534,120.443,5.33,4.31,4.1,21065.2,18038.8,62.6,4.8,157915,5.13,265433
2024-07-01,40.6,313.566,102.5192,120.966,5.33,4.25,4.2,21097.7,18036.6,62.7,4.3,158003,5.12,267013
2024-08-01,40.7,314.131,103.0196,121.052,5.33,3.87,4.2,21185.1,18090.9,62.7,4.2,158074,4.87,272575
2024-09-01,40.7,314.851,102.5954,121.69,5.13,3.72,4.1,21271.8,18156.6,62.7,3.8,158314,4.68,269810
2024-10-01,40.5,315.564,102.2138,121.851,4.83,4.1,4.1,21323.3,18214.9,62.5,4.1,158358,4.95,266212
2024-11-01,40.7,316.449,101.9503,122.396,4.64,4.36,4.2,21424.0,18327.6,62.5,3.9,158619,5.14,273516
2024-12-01,40.9,317.603,103.0723,123.077,4.48,4.39,4.1,21441.8,18358.8,62.5,3.5,158942,5.2,266520
